Function,Temperature=20 V2=3,Temperature=20.5 V2=3,Temperature=21 V2=3,Temperature=21.5 V2=3,Temperature=22 V2=3,Temperature=22.5 V2=3,Temperature=23 V2=3,Temperature=23.5 V2=3,Temperature=24 V2=3,Temperature=24.5 V2=3,Temperature=25 V2=3,Temperature=25.5 V2=3,Temperature=26 V2=3,Temperature=26.5 V2=3,Temperature=27 V2=3,Temperature=27.5 V2=3,Temperature=28 V2=3,Temperature=28.5 V2=3,Temperature=29 V2=3,Temperature=29.5 V2=3,Temperature=30 V2=3,Temperature=30.5 V2=3,Temperature=31 V2=3,Temperature=31.5 V2=3,Temperature=32 V2=3,Temperature=32.5 V2=3,Temperature=33 V2=3,Temperature=33.5 V2=3,Temperature=34 V2=3,Temperature=34.5 V2=3,Temperature=35 V2=3,Temperature=35.5 V2=3,Temperature=36 V2=3,Temperature=36.5 V2=3,Temperature=37 V2=3,Temperature=37.5 V2=3,Temperature=38 V2=3,Temperature=38.5 V2=3,Temperature=39 V2=3,Temperature=39.5 V2=3,Temperature=40 V2=3,Temperature=40.5 V2=3,Temperature=41 V2=3,Temperature=41.5 V2=3,Temperature=42 V2=3,Temperature=42.5 V2=3,Temperature=43 V2=3,Temperature=43.5 V2=3,Temperature=44 V2=3,Temperature=44.5 V2=3,Temperature=45 V2=3,Temperature=45.5 V2=3,Temperature=46 V2=3,Temperature=46.5 V2=3,Temperature=47 V2=3,Temperature=47.5 V2=3,Temperature=48 V2=3,Temperature=48.5 V2=3,Temperature=49 V2=3,Temperature=49.5 V2=3,Temperature=50 V2=3,Temperature=50.5 V2=3,Temperature=51 V2=3,Temperature=51.5 V2=3,Temperature=52 V2=3,Temperature=52.5 V2=3,Temperature=53 V2=3,Temperature=53.5 V2=3,Temperature=54 V2=3,Temperature=54.5 V2=3,Temperature=55 V2=3,Temperature=55.5 V2=3,Temperature=56 V2=3,Temperature=56.5 V2=3,Temperature=57 V2=3,Temperature=57.5 V2=3,Temperature=58 V2=3,Temperature=58.5 V2=3,Temperature=59 V2=3,Temperature=59.5 V2=3,Temperature=60 V2=3
"Frequency(v(Vc1),1,1)",762.458723,762.3418705,727.5153279,745.3742712,746.2117446,757.6753073,768.0899215,758.1596803,761.8816516,740.9709973,747.7173833,764.575243,760.8154799,747.6645733,760.576714,746.5227026,754.7184468,746.5558842,753.7748726,769.1947502,747.8507368,728.4256696,759.03588,813.8260948,762.5890795,824.2985222,824.7943997,728.1217951,793.7584382,793.4771037,774.2834594,817.6138126,783.0779151,816.3178473,785.7481781,802.5693807,801.254999,790.7384896,775.6409112,801.4676977,800.0585965,816.3265306,782.0630297,829.5156122,810.7336372,791.9028295,807.9816111,816.2963374,816.1514377,775.7316798,793.4289073,787.9908608,808.1440872,814.8197787,827.577682,799.9915789,818.8562492,808.0375982,797.0952947,800.0946425,800.0000012,798.7156123,805.0950379,803.2095276,805.1599218,833.2012389,809.5603689,824.742268,829.1425411,824.7669827,837.8029936,802.7197095,806.6660899,827.7648395,816.3265306,816.2143057,816.3388354,814.813483,826.057933,814.9121927,797.393047
